storm_id,impact_score,max_hazard,mean_hazard,impacted_buses,mean_bus_weight_impacted,year,storm_name,rank
WP152017,0.0,0.0,0.0,0,1.4900468920347418,2017,HATO,203
WP152007,0.0,0.0,0.0,0,1.4900468920347418,2007,FRANCISCO,204
WP142023,0.0,0.0,0.0,0,1.4900468920347418,2023,KOINU,205
WP142022,0.0,0.0,0.0,0,1.4900468920347418,2022,MUIFA,206
WP152008,0.0,0.0,0.0,0,1.4900468920347418,2008,SINLAKU,207
WP142014,0.0,0.0,0.0,0,1.4900468920347418,2014,UNNAMED,208
WP142003,0.0,0.0,0.0,0,1.4900468920347418,2003,DUJUAN,209
WP132021,0.0,0.0,0.0,0,1.4900468920347418,2021,LUPIT,210
WP142013,0.0,0.0,0.0,0,1.4900468920347418,2013,KONG-REY,211
WP122022,0.0,0.0,0.0,0,1.4900468920347418,2022,HINNAMNOR,212
WP132001,0.0,0.0,0.0,0,1.4900468920347418,2001,USAGI,213
WP122019,0.0,0.0,0.0,0,1.4900468920347418,2019,BAILU,214
WP142006,0.0,0.0,0.0,0,1.4900468920347418,2006,SHANSHAN,215
WP132003,0.0,0.0,0.0,0,1.4900468920347418,2003,VAMCO,216
WP132005,0.0,0.0,0.0,0,1.4900468920347418,2005,TALIM,217
WP132014,0.0,0.0,0.0,0,1.4900468920347418,2014,FENGSHEN,218
WP132015,0.0,0.0,0.0,0,1.4900468920347418,2015,SOUDELOR,219
WP112010,0.0,0.0,0.0,0,1.4900468920347418,2010,MERANTI,220
WP112017,0.0,0.0,0.0,0,1.4900468920347418,2017,NESAT,221
WP122004,0.0,0.0,0.0,0,1.4900468920347418,2004,KOMPASU,222
WP122006,0.0,0.0,0.0,0,1.4900468920347418,2006,SONAMU,223
WP122010,0.0,0.0,0.0,0,1.4900468920347418,2010,FANAPI,224
WP122013,0.0,0.0,0.0,0,1.4900468920347418,2013,TRAMI,225
WP122015,0.0,0.0,0.0,0,1.4900468920347418,2015,UNNAMED,226
WP122017,0.0,0.0,0.0,0,1.4900468920347418,2017,HAITANG,227
WP092005,0.0,0.0,0.0,0,1.4900468920347418,2005,MATSA,228
WP102008,0.0,0.0,0.0,0,1.4900468920347418,2008,KAMMURI,229
WP102006,0.0,0.0,0.0,0,1.4900468920347418,2006,BOPHA,230
WP102003,0.0,0.0,0.0,0,1.4900468920347418,2003,MORAKOT,231
WP102001,0.0,0.0,0.0,0,1.4900468920347418,2001,YUTU,232
WP092007,0.0,0.0,0.0,0,1.4900468920347418,2007,SEPAT,233
WP192017,0.0,0.0,0.0,0,1.4900468920347418,2017,GUCHOL,234
WP192008,0.0,0.0,0.0,0,1.4900468920347418,2008,JANGMI,235
WP202016,0.0,0.0,0.0,0,1.4900468920347418,2016,MEGI,236
WP212000,0.0,0.0,0.0,0,1.4900468920347418,2000,MARIA,237
WP192000,0.0,0.0,0.0,0,1.4900468920347418,2000,KAEMI,238
WP182017,0.0,0.0,0.0,0,1.4900468920347418,2017,MAWAR,239
WP182012,0.0,0.0,0.0,0,1.4900468920347418,2012,JELAWAT,240
WP182016,0.0,0.0,0.0,0,1.4900468920347418,2016,MALAKAS,241
WP182001,0.0,0.0,0.0,0,1.4900468920347418,2001,FITOW,242
WP202013,0.0,0.0,0.0,0,1.4900468920347418,2013,WUTIP,243
WP082018,0.0,0.0,0.0,0,1.4900468920347418,2018,GAEMI,244
WP082019,0.0,0.0,0.0,0,1.4900468920347418,2019,WIPHA,245
WP082014,0.0,0.0,0.0,0,1.4900468920347418,2014,NEOGURI,246
WP082017,0.0,0.0,0.0,0,1.4900468920347418,2017,SONCA,247
WP172020,0.0,0.0,0.0,0,1.4900468920347418,2020,LINFA,248
WP182000,0.0,0.0,0.0,0,1.4900468920347418,2000,BILIS,249
WP172013,0.0,0.0,0.0,0,1.4900468920347418,2013,USAGI,250
WP172007,0.0,0.0,0.0,0,1.4900468920347418,2007,KROSA,251
WP182003,0.0,0.0,0.0,0,1.4900468920347418,2003,UNNAMED,252
WP082007,0.0,0.0,0.0,0,1.4900468920347418,2007,WUTIP,253
WP072021,0.0,0.0,0.0,0,1.4900468920347418,2021,UNNAMED,254
WP072020,0.0,0.0,0.0,0,1.4900468920347418,2020,MEKKHALA,255
WP082008,0.0,0.0,0.0,0,1.4900468920347418,2008,KALMAEGI,256
WP162016,0.0,0.0,0.0,0,1.4900468920347418,2016,MERANTI,257
WP072014,0.0,0.0,0.0,0,1.4900468920347418,2014,HAGIBIS,258
WP072018,0.0,0.0,0.0,0,1.4900468920347418,2018,UNNAMED,259
WP232020,0.0,0.0,0.0,0,1.4900468920347418,2020,ATSANI,260
WP232019,0.0,0.0,0.0,0,1.4900468920347418,2019,BULBUL:MATMO,261
WP222017,0.0,0.0,0.0,0,1.4900468920347418,2017,UNNAMED,262
WP232000,0.0,0.0,0.0,0,1.4900468920347418,2000,WUKONG,263
WP222016,0.0,0.0,0.0,0,1.4900468920347418,2016,AERE,264
WP222009,0.0,0.0,0.0,0,1.4900468920347418,2009,LUPIT,265
WP212021,0.0,0.0,0.0,0,1.4900468920347418,2021,DIANMU,266
WP222005,0.0,0.0,0.0,0,1.4900468920347418,2005,KAI-TAK,267
WP072010,0.0,0.0,0.0,0,1.4900468920347418,2010,LIONROCK,268
WP072011,0.0,0.0,0.0,0,1.4900468920347418,2011,MEARI,269
WP212019,0.0,0.0,0.0,0,1.4900468920347418,2019,NEOGURI,270
WP212012,0.0,0.0,0.0,0,1.4900468920347418,2012,GAEMI,271
WP072009,0.0,0.0,0.0,0,1.4900468920347418,2009,MOLAVE,272
WP072002,0.0,0.0,0.0,0,1.4900468920347418,2002,NOGURI,273
WP072003,0.0,0.0,0.0,0,1.4900468920347418,2003,SOUDELOR,274
WP072007,0.0,0.0,0.0,0,1.4900468920347418,2007,PABUK,275
WP192021,0.0,0.0,0.0,0,1.4900468920347418,2021,CHANTHU,276
WP192019,0.0,0.0,0.0,0,1.4900468920347418,2019,MITAG,277
WP202004,0.0,0.0,0.0,0,1.4900468920347418,2004,AERE,278
WP072001,0.0,0.0,0.0,0,1.4900468920347418,2001,TRAMI,279
