storm_id,storm_name,year,peak_t,peak_affected_population_proxy,peak_affected_population_share_proxy,peak_n_unserved_buses,peak_unserved_bus_share,peak_n_failed_lines_cumulative,peak_failed_line_share_cumulative,final_affected_population_proxy,final_n_unserved_buses,final_n_failed_lines_cumulative,n_timesteps,n_generator_buses_considered,rank,peak_affected_population_proxy_norm,peak_n_failed_lines_norm,peak_n_unserved_buses_norm,grid_impact_index_v3,rank_index
WP342000,SOULIK,2000,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,133,22,0.0,0.0,0.0,0.0,22
WP012001,UNNAMED,2001,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,18,133,23,0.0,0.0,0.0,0.0,23
WP022001,UNNAMED,2001,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,133,24,0.0,0.0,0.0,0.0,24
WP032001,CIMARON,2001,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,31,133,25,0.0,0.0,0.0,0.0,25
WP042001,CHEBI,2001,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,133,26,0.0,0.0,0.0,0.0,26
WP052001,DURIAN,2001,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,133,27,0.0,0.0,0.0,0.0,27
WP062001,UTOR,2001,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,133,28,0.0,0.0,0.0,0.0,28
WP072001,TRAMI,2001,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,133,29,0.0,0.0,0.0,0.0,29
WP102001,YUTU,2001,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,133,30,0.0,0.0,0.0,0.0,30
WP112001,TORAJI,2001,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,133,31,0.0,0.0,0.0,0.0,31
WP132001,USAGI,2001,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,2,133,32,0.0,0.0,0.0,0.0,32
WP182001,FITOW,2001,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,1,133,33,0.0,0.0,0.0,0.0,33
