storm_id,expected_pop_affected,expected_infra_loss,expected_network_loss,expected_composite_consequence,mean_p_fail,max_p_fail,n_buses_with_pfail_20,n_buses_with_pfail_50,n_buses_with_pfail_80,storm_name,year,rank,impact_score,rank_functional,rank_shift_functional
WP042015,20043529.035911635,4.283138197971181,2.8740835742554607,4.300623346296952,0.014969185282580524,0.03945041118842514,0,0,0,MAYSAK,2015,129,0.2218832016537462,124,5
WP042014,20048724.921041332,4.283034060087411,2.881765694166241,4.300468746334779,0.015009196323782505,0.03772231330436961,0,0,0,UNNAMED,2014,124,0.25149149878550486,125,-1
WP062001,19991711.856455162,4.279487457624467,2.876918404207958,4.296840372311848,0.014983950021916449,0.03009362944099882,0,0,0,UTOR,2001,127,0.22836692537478048,126,1
WP272003,20024470.288910035,4.276555732218962,2.8773255158013575,4.293953049067792,0.014986070394798738,0.03084858017387087,0,0,0,UNNAMED,2003,128,0.22300968808007166,127,1
WP032011,20054798.293452088,4.275695960818703,2.8711826360848614,4.293141757903161,0.014954076229608653,0.021101727904090952,0,0,0,AERE,2011,125,0.245779122132924,128,-3
WP012009,20062115.971058443,4.272729989311249,2.8702795456110644,4.2902095936696725,0.01494937263339096,0.03361920406446046,0,0,0,KUJIRA,2009,130,0.20126631208045473,129,1
WP052023,19986534.46427536,4.271997570021152,2.8712117069072787,4.28934185783658,0.014954227640142077,0.03188383386488945,0,0,0,DOKSURI,2023,131,0.19757958977392473,130,1
WP022014,20050091.427558918,4.2711076376656445,2.871935775536352,4.288526176236394,0.0149579988309185,0.02053530139359202,0,0,0,KAJIKI,2014,126,0.2324740732248082,131,-5
WP242000,20013237.367178362,4.266154990370425,2.8653953581083003,4.283549096777478,0.014923934156814063,0.031204640397781584,0,0,0,BOPHA,2000,134,0.17450004944634248,132,2
WP222003,20074429.320214335,4.2619863433610155,2.8637740266816,4.279440948794507,0.0149154897223,0.01939710538045196,0,0,0,UNNAMED,2003,133,0.184115162473611,133,0
WP072000,20258806.16770641,4.260705557901931,2.855049482613302,4.278599230098557,0.014870049388610947,0.01705306983642516,0,0,0,UNNAMED,2000,132,0.18949336032774178,134,-2
WP102005,19983636.65878207,4.261218453575569,2.862915704337399,4.27855594183435,0.014911019293423955,0.026470189633784676,0,0,0,SANVU,2005,135,0.1632863116637824,135,0
WP022013,20012588.00839518,4.259921613751897,2.8630729878655803,4.27730943756378,0.014911838478466563,0.03101803407984172,0,0,0,SHANSHAN,2013,136,0.14258051206011677,136,0
WP142011,19986379.507656164,4.248603338622635,2.8529707766725516,4.265947329066251,0.01485922279516954,0.024511274667280133,0,0,0,NANMADOL,2011,139,0.10594008348608597,137,2
WP012021,19995960.62449,4.248539866537279,2.8546773433728445,4.265889611821528,0.014868111163400232,0.022635754668325913,0,0,0,DUJUAN,2021,137,0.11097025641670087,138,-1
WP242020,20008746.07835512,4.246480789335456,2.8512342677380866,4.263850217891911,0.014850178477802534,0.017598576089873554,0,0,0,ETAU,2020,138,0.10898341743319463,139,-1
WP162005,20040770.867478386,4.24515811939804,2.8488631565645712,4.262595798117204,0.014837828940440475,0.016611389484828584,0,0,0,VICENTE,2005,140,0.10248884604326515,140,0
WP162007,20004321.23093206,4.244842051135088,2.8492782310030202,4.26220754802219,0.014839990786474064,0.017650432298738084,0,0,0,LEKIMA,2007,141,0.09947092715647066,141,0
WP172005,19973655.829435643,4.24474244216935,2.8503851938494287,4.2620651771720315,0.014845756217965774,0.021083023092694563,0,0,0,DAMREY,2005,144,0.09142461868388876,142,2
WP012002,19990317.94929948,4.244289390690079,2.84914229322151,4.261636296679144,0.014839282777195364,0.019257586171436823,0,0,0,TAPAH,2002,143,0.09246847852829507,143,0
WP082021,20046774.150136206,4.244002033797898,2.8467245396453524,4.2614526785364,0.014826690310652877,0.016322758011074166,0,0,0,UNNAMED,2021,142,0.0967057427815083,144,-2
WP132020,20002289.64064647,4.2417148279228245,2.8470802956474413,4.259077661524138,0.01482854320649709,0.016316924567794662,0,0,0,NOUL,2020,145,0.08402309586516776,145,0
WP022000,19982657.981778517,4.241705641458351,2.848048307371164,4.259042290501755,0.014833584934224812,0.022694659459978825,0,0,0,LONGWANG,2000,146,0.07402424283731843,146,0
WP062015,19982323.500416595,4.240856273662323,2.8469948528439555,4.258193975117233,0.014828098191895601,0.022821178348058913,0,0,0,NOUL,2015,147,0.06773933789229417,147,0
WP182008,19970301.765223444,4.238964014477892,2.8459391995424177,4.256282283980374,0.014822599997616759,0.019141084823643132,0,0,0,HAGUPIT,2008,148,0.06385512830809945,148,0
WP272009,19978454.017523777,4.238555244989217,2.8463441877389704,4.2558828931674215,0.014824709311140471,0.01894352835271227,0,0,0,UNNAMED,2009,149,0.06277159665484733,149,0
WP262008,19980057.553510044,4.237936121165265,2.8458593793077265,4.255265581541377,0.014822184267227742,0.018434370905593342,0,0,0,NOUL,2008,151,0.05938595414064802,150,1
WP232022,19969972.600748874,4.237856424798086,2.8451103383053944,4.25517418433355,0.014818283012007263,0.018302720529404504,0,0,0,NESAT,2022,152,0.05884085568456611,151,1
WP182020,19988679.689856034,4.237634863274951,2.8447419945520966,4.254976503818054,0.014816364554958836,0.01619569604390066,0,0,0,NANGKA,2020,150,0.0611854522527048,152,-2
WP072004,19974725.02784182,4.236231442708519,2.8440343205335115,4.253554744559014,0.014812678752778705,0.015776986513594726,0,0,0,CONSON,2004,153,0.05336788428911812,153,0
